,content
4037,너무 좋아요!!!
4038,"미키를 보며 항상 느끼는건데 젊은사람이 참  건강하고 건전하며 긍정적인 마인드를 가지고 있어서 대단하다고 생각합니다.
내나이 50인데 난 미키님 나이에 엄청 쓰레기 였는데.미키님 대단해요."
4039,제일 처럼 뿌듯하다    왜지.. 승승장구 해요
4040,귀엽네요      
4041,헐... 대박 미팅에서 미키서님을 알아보신다니이이이~!! ><
4042,와~~3만이 코앞 제가 왜 뿌듯합니다!
4043,"점점 진화하는 모습이 흥미롭네요.
조금식 할수 있는일이 늘어날것같아 기대됩니다."
4044,상큼하네요    
4045,축하드려요오~~!!!
4046,네이버 채널 재밌네요.
4047,아 왜 나까지 벅차지... 
4048,반갑네요. 비엣젯 항공.   베트남국내선으로  딱한번 탄 적이 있어서요   
4049,"전
만나면
"" 미키~~~~~~~~~ 서! ""
하고
소리친후
도망가겠습니다
어색하니까요    "
4050,왕찐빵님 재밌네요 뭔가 순수한 느낌
4051,미팅 때 미키서님의 상기된얼굴에서 긴장감과 새로운것에대한 흥미로움등을 느낄 수 있어서 저도 덩달아 두근두근했네요   
4052,점점 다양한 일이 일어나네요 !홓
4053,비엣남 가시나봐여~~  비엣젯? 항공사 스폰서인가요? 스폰서들이 대형화 되는거네요    대단해요.
4054,"브이로거들 실제로 만나면 멀찌감치서 일단 그  사람의 동태? 와 시선을 파악한 후 소심하게 다가가 ""저....저기요...팬이예요"" 하겠죠    
베트남 기대해봅니다 :)"
4055,일해라 밐서
4056,1.뭐야 뭐야 ?? 어디가는거에요 ? 2.네이버  블로그 이야기 재미있네요 더 듣고 싶당~~~
4057,"저도 한때 블로그를 했었던 사람인데 저품질과 블태기때문에..
브이로그를 생각해보고 있어요"
4058,왕찐빵의 여행뿌시기     어감이 너무 좋은데요
4059,너무귀여우시다          
4060,재밌겠어요    베트남 잘 갔다오셔요
4061,미키형님 왜 오늘 TV에 나오신거죠    깜놀
4062,와!!!! 2명남았습니다!!!!
4063,표정세상 다양     
4064,블로그도 하세요?? 뭐라고 치면 나와요??
4065,역시 불곰국. 무서워서 불곰국엔 못가겠다.
4066,와 블로거님 진짜 재밌으시다
4067,여윽시 특급 유튜버 갓키서!!!
4068,"읭? 채널로고가 그냥 미키 실루엣이었는데
카메라? 영사기?로 바뀐건가요? 
원래 부터 저거였는데 잘못본건가?"
4069,"베트남 가시는 건가요~?
저도 이번주에 갔다 왔는데 사람들도 전부 친절하고, 조용하고, 여유롭고 아주 좋았습니다.
제가 가지고 있던 동남아에 대한 편견들이 엄청 많이 깨진 여행 이었는데요.
미키님도 조심히 다녀오시길 바라겠습니다~"
4070,미키서님 유튜버 트러블제이님 닮았어요      
4071,야쓰   
4072,고려 비행기가 아니라 구려비행기임
4073,고속도로 휴게소 수준이네 .   
4074,이런 가상여행컨텐츠(?) 너무 좋아요         꾸르잼...
4075,전쟁나면 저 비행기도 폭격기로 개조해서 사용하는게 아닐까라고 조심스럽게 예상해 곱니다
4076,들키면 큰일남 죽을수도
4077,외국인인척 하려면 영어 잘해야할듯..
4078,"인천 국제공항 세계 최고 공항
평양 국제공항 세계 최악 공항"
4079,대동강 맥주는 인정 그거 마시고나서부터 헬조선 맥주끊음
4080,그와중에 지구본에 빨간 한반도...
4081,하하하하 진짜 내가 역대 본것중에 제일 후진곳이다   
4082,가상여행이다 제목읽어
4083,개 후졌네 안가고 만다
4084,우리나라 사람이 평양갈 수 있어요??
4085,최악이구만 흔.
4086,비행기가 젊어봐야 30살이상
4087,공항이라곤 우리나라 고속도로 휴계소보다도 형편없네  너무이상하다
4088,"지구본 대박이넼  
잔디 붙여뒀어"
4089,평생 맛없는 북조선 맥주 마시고 살아라.
4090,김포공항이라뇨오산 비행장보다 없어보이는데
4091,평양공항보다 우리나라 왠만한 공공기관이 더 시설 좋네     정은이 밥값으로 다시 지어야겠노?
4092,전쟁 중일 때에는 그 전쟁 국가 끼리는 그 전쟁국가 서로의 비행기 못타나요?
4093,0.58 노래이름뭔가요??
4094,"Air Koryo
에어 코료?"
4095,"아시아료리랑 유럽료리할때
아시아로리랑 유럽로리로 읽음"
4096,유..럽..료리..라
4097,"이거보고 레알가다 여권 위조해서 가면
감옥행 임  "
4098,0:50 맨앞에 앉아서 창밖 보는 사람 심정:아 살아 돌아갈수 있을지..
4099,빨간토마토 최고!!
4100,"철수, 민식, 영희, 만수등등 주인공"
4101,저런 졋같은 비행기는 퍼스트클래스 1년이용권을 줘도 안탄다.
4102,햄버거가 군버거보다 못하네요. 화장실은 무궁화호 화장실같음 
4103,공항보고 순간 우리나라 휴게소인줄알음   
4104,"구려항공의 기내식
단거리에 나오는 썩은 햄버거:김정은한테 던지고 싶음
이코노미 기내식:똥맛남
비즈니스 기내식:대한항공 이코노미 기내식보다 맛없음
퍼스트 기내식:이게 대한항공 이코노미에서 먹는 기내식 같음"
4105,료리를 로리라 잘못보고 나중에 음식인가? 하고 조심스럽게 댓을......
4106,유나이티드 항공사 탑승도 해주세요~~
4107,좋아졌다해도 인천공항이 더 최고네....
4108,와...정말 대박이네요~~!
4109,마지막 장면은 카메라를 향해 손을 흔드는 게 아니라 찍지 말라고 하는 것 같아요
4110,"김포공항 주차장도 아니고 우리나라 무안 공항 주차장을 비교해야 한다
아니 무안공항이 더 사람 많을듯"
4111,"고려항공 퍼스트  VS 대한항공 이코노미
자신의 의견은 답글로   "
4112,햄버거 보고 뿜음   ?
4113,진짜로 가신거임?
4114,"입국심사하는사람은리얼
동무려권내라우하겠네"
4115,우~~~~ 와   쵝 오다    ~~!!
4116,비행기 탈고면 아시아나 타새요.
4117,단출한 걸 좋아하는 나에게 딱 맞는 햄버거야....(진심)
4118,이거 몇번째 돌려보지     
4119,  지옥행 비행기구나.....
4120,지옥행
4121,지어져라얍 뭐냨 
4122,오 잘만드셨어욤
4123,"와 왜 내가 이분이랑 닉넴 비슷하게지은거같지...
(의문의 1패다..)"
4124,와 이거찍으신분 정말대단해요..
4125,"비즈니스좌석이 새마을호 특실이랑
똑같네요"
4126,고려항공나중에 펑 했으면좋갰다
4127,"항덕이 말씀드립니다.맨처음비행기 기종은 보잉 707-100 이고요 두번째는 md-10 입니다.3번째는 md-11 이고요,참고로 세 기종 모두 1960년대~1963년대에 첫 제작된 비행기입니다.운행은 모두 다 1975년도에 안전상으로 폐기 했는데....남아있는게 신기하네요^^"
4128,빨간토마토님 근데 거기서 남한사람인걸 걸리면 어떻게요?
4129,"저거 그냥 후르츠 칵테일 부은것에
상추에 고기 만거 아닌가"
4130,"내래 우리 조선은 주체혁명을 통해 대단해진것 같습네다

    "
4131,비지니스석은 그냥 피시방인줄
4132,3:57 뭐냨   
4133,고려항공이아니고구려항공아님  
4134,"고려항공이코노미:시내버스
고려항공비지니스:관광버스,고속버스"
4135,비지니스가 그냥 다른항공이코노미급
4136,이거 VR인가요?
4137,료리를 순간 로리로읽었다(철컹철컹)
4138,아 마법 웃기네      
4139,구성이독특한게좋다
4140,고려항공 이코노믹 클래스 는 리어카 수준    
4141,재밌어옄  
4142,"낡은 러시아 비행기쓰는 고려항공...
사고는 안나려나"
4143,공항크기가 빌라임?
4144,"아닠     무슨 포도환타가  
들쭉향 사이다얔     1980년대 인줄  "
4145,고려항공 비즈니스는 정말 좋아보이는데...공항이 좀.....
4146,전 항덕이지만 이제 입문해서 잘 모름 ;;
4147,     
4148,어려우시겠네요
4149,매점빵도..저렇겐안나온다...에바지...
4150,진짜로가신건아니죠?
4151,고려항공은 어디어디 노선을  운영해요?
4152,가상하다니뭔솔?
4153,하이라이트: 1:25       5:05
4154,왜가져가면 큰일나요??
4155,열량을 킬로줄로 나타내내  
4156,유..유럽로리?
4157,와 티유기 쓴다더니 그래도 좋은거 타셨네
4158,pyeongyang 아닌가여
4159,햄버거 옆에 배즙     
4160,근데 한국에 어떡해가시게요... 돈많이드셨겠닼
4161,고려팝    
4162,순간 놀람
4163,매점빵도저거보단잘나온다
4164,토마토 님 ! 언전부턴가 ep가 빠지기 시작했어요! 그리고 지워지고 있어요!
4165,배즙    
4166,잘 표현하셨네요...
4167,위가 춤을 춘댘       
4168,매점빵도 요즘은 저렇지 않아요....
4169,둘쭉향사이다          
4170,공항 밤모습이 어떻게 한국의 큰 휴게소랑 맞먹냐
4171,료리.....료리......이런 로리 .....((퍽
4172,비즈니스석이 부산갈때  리무진버스보다  안좋아   
4173,료리   
4174,거기 가면디짐 물론 가상이지만....
4175,진짜...  너무 후졌다..
4176,퍼스트는?
4177,비즈니스도 불편해보여.....
4178,진짜가상여행맞나요?
4179,고려항공은진쩌 최악의비행기 탑텐한번해봐야해봐야지
4180,악인이여 지옥행 급행열차... 아니 고려항공을 타라!
4181,어...색소폰 나오는 노래인데...
4182,저기주차장 어떻게 우리 동네보다 차가없냐
4183,리얼 빨간토마토님이감?
4184,진짜 가셨어요?
4185,비지니스석을 이코노미석이라고 남한에서 저러면 아무도 안옴  
4186,아시아 로리 유럽 로리라고 봤다
4187,오 기대됩니다^^
4188,근데 기내식(햄버거 말고)는 크게 나쁘진 않은듯...
4189,아 가상여행이였짘   
4190,    
4191,비지니스석 우등버스아님?   
4192,진짜 평양간다는줄
4193,좌석이 거기서 거기구먼~~
4194,찐짜감????
4195,평양 공항이 무슨 휴게소같이 되어있냐..
4196,"기내식 햄버거 실화냐?
내가 만들어도 저것보단 잘만들겠다
무슨 빵밖에 없냐"
4197,에에에에 휴
4198,컨셉 좋다
4199,엔진소리는 큰게 정상인데
4200,뭔놈의 음식을 무슨 통조림으로 주냐;;
4201,비행기안에도 초상화가 있을란가...
4202,평양 방문도 만들어 주세요     
4203,퍼스트는 없나봄?
4204,자막 웃기닼
4205,공항내부랑 비즈니스클래스는 괜찮네
4206,고려항공  최학 곳
4207,로리라는줄
4208,예전엔 여행갈수 있었는데...참 안타깝다
4209,한반도에는 세계최고의 항공과 세계최악의 항공이 있습니다
4210,TU204가 가장 고려항공에서 좋은 기종인가요?
4211,작성자의 온기만 남겨져 있는 글입니다
4212,햄버거가...매점보다 더 쓰래기인데요?  
4213,대박 이거 하나땜에 목숨을거셨어..
4214,절때 못간다 정은이가 비행기에 핵을  실었을지 모르니까
4215,진짜가심?
4216,직접가는걱아니라 가상이였음?
4217,"대동강맥주 중국에서 마셔봄
...맥주는 인정!"
4218,너무 까려고 안달난것같아서 보는데 불편했음..;;
4219,외국인신분으로? 그게 가능한가?
4220,우리 정은이는 기쁨조를 먹을생각에 웃고 다니죠
4221,4:00  잼있네
4222,비지니스좌석이 KTX좌석같냐  
4223,  
4224,정은아      마술 부리려면 그런 거 부리지 말고 인민들 잘 살수있는 마법을 부려라    
4225,3분20초에 이 분의 사진이 거울속에 보인다     
4226,내가887좋아요에 눌러서 888이된사람이다
4227,그런데 위험하지 않았나요?  위험감수하고  갔는거 같은데?
4228,아직도 바코드찍고 표 찢는데
4229,저거 평양공항? 우리나라 고속도로 휴게소아님??
4230,비즈니스석이 프리미엄 일반석 같다
4231,사진 어디서 퍼옴?
4232,나 한자배우고있어서 중국인인 척 해도 잡힐듯
4233,햄버거는편의점이훨신나음  ?
4234,이제 얼마뒤에 정체 들켜서 붙잡히고 공개처형
4235,이거  불법아닌가?
4236,저 비행기를 타면 어떤 기분이 들까요
4237,"아시아로리X 아시아료리,아시아요리"
4238,어떨개????
4239,비지니스석이 리무진만도못하네
4240,근데 고려항공 티켓 맞음? 스타인얼라인스 표기 있던데?
4241,개후졌는데 계속 타게 된다..
4242,료리-요리
4243,정은이가 그래도 국가기반시설엔 신경을쓰나보네
4244,진짜 다녀오셧나요?
4245,진짜 평양 간건줄     
4246,뱅기 시동 안걸림 고물상에 전화 해야긋네
4247,저런 사진은 어디서났을까?
4248,저게 비즈니스야..?   
4249,평양순안국제공항은 새로 짓기전에는 그냥 버스터미널 수준이지만 새로 지은것은 그래도 공항 느낌이 나는 그런것으로 변한것 같네요.
4250,시내버스랑 관광버스를 하늘에    비행기로 띄우는 정은
4251,외국국적으로 바꾸면 평양 갈수 있나요??
4252,가상여행이네
4253,요즘은 전자스캐너로 찍고 찟는 티켓입니다
4254,잘봤어요 굿!!
4255,8어떠케 저기 갔어요?
4256,국적 원래 한쿡인거 알면  되겠지?
4257,퍼스트는 소개안하는걸 보니 여긴 없나봐?!
4258,타보고 싶다  
4259,이제 최악의 항공사는 유나이티드네요
4260,고려항공의 비행기 모두가 낳고 노후되서 운항불가 판정을 받았다 합니다...1대만 겨우 운행중이라고 하네요..
4261,느무 촌시럽다....
4262,사탕가루 봉지에 R이 있어야하는데 보이지 않아서 슈가로 보옄 (민슈가)
4263,비지니스가 서민 자석인것 같음
4264,"어떻개 외국인척 할수 있죠
혹시 국적이 2개 인가요?"
4265,평양공항에서는 로리들을 지역별로 골라 먹을 수 있구나!
4266,유럽로리 아시아로리 단(과연 어디가달까)로리가 봉사 파는 아동상점
4267,깜딱이야 진짜가는줄
4268,   이게 모람~
4269,혹시한국핏줄이신데 외국국적을가지신분인가요?
4270,평양 국제공항이 무슨 우리나라 국제공항 아닌 공항보다 작냐   
4271,어떻게 감???????
4272,에어버스나보잉은엄두도못내는고려항공
4273,큼...... 기내식 맛없었어요(가상여행 소감)
4274,싫어요는 누가 눌렀을까?
4275,진짜 예요?
4276,자점심도먹엇으니 정은고기 를먹으러갈까요?  같이갈사람손!!!
4277,가짜여행 이예요?
4278,진짜 쓰레기다 저걸 어떻게 타지
4279,진짜 탔어요?
4280,고려항공에 비즈니스석이 있다고?? 그게 더 충격
4281,진짜 간건가?
4282,고려항공 기내식 .. ...  
4283,걸리면  됄탠테 ....
4284,빨토님이 간 거 아니잖아요
4285,4분34초에 유롭료리식당이라고 오타가...
4286,그래도 비행기가 날긴 나네
4287,결론:안 갈거고 안 탈거임.(악플은 아녜요.)
4288,사각김밥   
4289,신고하려고 했으나 출처 덕에 회피하셨네욬 
4290,고려항공                     
4291,진짜 평양에 들어갔어요?
4292,유럽로린줄
4293,고려 항공 안  좋데요.
4294,평양타임즈 뭔뎈   저으니 밖에 없는거 아님??
4295,구려항공
4296,0:30초에 korean air이라고 하지않음???
4297,어떻게 가심?
4298,고려 비행기는 무슨 구린 비행기네 걍
4299,윽  토할것 같아
4300,새로 지어도 대구국제공항보다 작은건 똑같다.
4301,기내 service로 나오는 식음료 믿고 먹을 수있나 ?
4302,진짜 가신 건 가요?
4303,직접 찍으신 건가?
4304,   
4305,낡은 소련제 비행기를 타 ?? 벙딩방당..
4306,김정은 목가지좀 따오세요   
4307,어째서 비즈니스석이 대한항공 이코노미란 비슷하냐     
4308,진짜 갔다가 오신거세요?
4309,제 이름이 정은인데...
4310,이거 실제?
4311,진짜 평양 가신거에요?
4312,4:32 시간클릭해보세요 나만 생각이 더럽나?  크흠
4313,아니 매점빵이랑 저걸 비교하냐; 울학교 매점빵 개꿀인데
4314,근대 이분 지금이거 불법아님...?
4315,뭔가 불쌍하다
4316,애휴!!!!!!!!!고려항공이 완전 최악이긴하지!!!!!!
4317,어떻게 비행기 비즈니스석이 한국 이코노미석만도 못하고 고속버스같지....
4318,진짜 타신거에요?
4319,어떻게 저기감? 여권
4320,고려팝                                     
4321,진짜로 감?
4322,저기 어떻게 들어갔데?? 신기방기네 진심
4323,뭐야 아니 뭔 비행중에 사진기랑 핸드폰은 왜 안 .... 그리고 화장실은 왜못갘                
4324,타기도무서울듯
4325,햄버거는 매점빵이 더 나아요.  그리고 비지니스 석이 뭔가... 머리 받치는거 빼고 우리 대한항공 이코노미석과 비슷... 내 착각?
4326,로리식당..
4327,"저 햄버거 한국내 종북자들이  초딩 문방구앞이나 분식점에서 대량으로 사서
보내준듯,, 음료수들도 초딩앞 문방구 같은데서 파는 불량식품류 인듯"
4328,진짜로 본인이 타고 간거임? 국보법 안걸림?
4329,진짜 탄거임?
4330,4:23지구본왜저럼
4331,주작아님
4332,모든 걸 안 좋게보는 삐뚤어진 눈을 가지고 있군요
4333,진짜고속도로버스같은내부네
4334,이거 진짜 간 거에요?
4335,한국인 못타는데 한국어로 기내방송은 왜하는 걸까...
4336,어떻게 외국인인척 하고 탈수 있는지. 여권 검사하는데.
4337,신문에 평양타임즈 왜 영어일까?
4338,한국계 외국인은 탈수 있을까나?
4339,김정은 마법사설    
4340,실제로 타신거에여?
4341,햄버거 이제 안나와요 햄버거 대체식품이 사각김밥임 햄버거 없애기 전에는 사각김밥 안나옴
4342,잘못된 가상여행입니다. 좌석 등급을 떠나 이제 더이상은 저 부실버거가 안 나오는걸로 알고 있습니다. 아마 최소 사각김밥 인가 나오는걸로 알고 있어요.
4343,!!!!
4344,최악의 항공사는 진상고객 대처도 못하는 대한한공입니다
4345,어떻게 편의점에서 5000원도 안주고사는음식보다 못하냐
4346,맛없겠다
4347,구란듯   
4348,직접 탄것도 아닌데 탄 것처럼 썼네 어그로;;
4349,"고려항공vs대한항공
 전갠적으로 대한항공 이요.."
4350,지어져라 얍  
4351,KE2853 11:45 서울김포
4352, 
4353,어덯게 탄거?
4354,한국인이면 못탄다 그럼  난 중국인인척 해야지 그럼 탑승 가능하니까 탈 일이 있을까 싶지만
4355,First calsse있나요?
4356,화장실 변기가 무궁화호 변기 같아
4357,정은:올해는 마음대로지만 나갈대는 아니라우
4358,이거 다른사람이 올리거 이 사람이 지가 갓다온것처럼 올렷네..무슨 외국인인척이래 ..     말이되냐~여권은  ..   
4359,주작작주주작
4360,직접가보는 거보다 훨씬 낫네
4361,와... 평양도 갔네 이분
4362,근데 최악이어도 김돼지가 오면?
4363,어떻게 가신거죠
4364,쓰레기  냥 안가 저딴곳
4365,지금 고려항공이 저번 기내화재사고로 중국으로부터 밴 먹었을 겁니다. 베이징 평양 간에는 중국국제항공만 다닐 수 있을겁니다. 고려항공보다야 중국국제항공이 낫겠죠? 대신 거리에 비해서 표값이 꽤 비싸다고 합니다. 편수 자체가 적어서 한번 뜰때마다 꽉채우는 편이라고 하더군요. 중국국제항공이 평양에 취항해서 평양 순안공항에 스타얼라이언스(아시아나 항공이 가맹되어있는 항공동맹) 라운지(!)가 있다고 하네요.
4366,와... 존나 좇같이 타기 싫겠다
4367,극혐이다
4368,"한국 맥주는 전세계 최악 맛
왜 맥주회사 대표들은 외국을 안 나가는 척 하려고 맛 없게 하나
체코 흑맥주 한 번 마셔봐라
국민을 위해서 니들이 얼마나 개사기를 쳐서 돈 버는지 바로 알꺼다"
4369,시밬      평양타임즠         미국 극혐한담섴    
4370,타봤다는 거짓말 오지네.. 외국인인척 해도 여권은 어쩔껀데? 그냥 인터넷에 있는 사진 짜집기한거 같은데
4371,진짜로 가신거에여??
4372,최고존엄을 모욕하다니 거리의 촛불이 두렵지 않은가? 촛불을 거역하고 이 땅에서 살 수있다고 생각하나? 촛불은 대한민국을 불태워 재로 만들 수 있다. 조심해라
4373,"에어부산분은 계속하고 계시는 구나...
아시아나랑 다른분들은 그만두셨나보내..."
4374,id90 가족 티켓 같은 경우는 이코노미만 되나요? 아니면 프코 정도는 가능할까요? 비즈나 퍼스트도 가능 하나요?
4375,유용한 내용인거같아요!
4376,내면을 훑는 느낌은 뭘까.....
4377,낙타가 바늘구멍 들어가는것 같아요.
4378,흉터 체크.... 0 0 피부도 깨끗해야하고 흉터도 있으면 안되고 (?)
4379,카타르 항공도 많이 다뤄주세용!
4380,행복한 웃음에서 학을찾아서...
4381,미친 에티하드....... 갓이다
4382,에미레이트
4383,마지막 팁은 진짜 좋은 것 같음!
4384,아 나 손목에 흉터있는데.... 안되겠네....(아쉽)
4385,암리치가 뭐에요???
4386,푸핫  
4387,셋 다 대단함.
4388,뿌시기가 아니고 뿌수기..
4389,흉터있으면안되는거네요 그럼? 
4390,혜영씨 커여웡
4391,제 지인은..에미레이트 29살에붙어서..키 160
4392,키 작아도 옹골차다니 킴 카다시안이나 아리아나 그란데 이런 단신들 말하는거 같아                              
4393,수영도 할수있어야됌???...
4394,너무 대단하세요 다들   
4395,"플라잉 벨라님이다    
여기서 뵙네요!!!"
4396,아시아나도 스카체크 하지않나요.....???
4397,최혜영개이쁘녜 
4398,중간분너무이쁘시다..
4399,죄송한데 아시아나분 전직이고 퇴사하신분이라그런지 틀린거 얘기하시는게 굉장히많네요 이분말 안믿으시는게좋을것같습니다
4400,에어부산 이쁘다^^
4401,에어부산 이쁨
4402,"못뿌셔 절대 ,, 키가너무 작아송"
4403,아시아나 진짜 이쁘다 화이팅
4404,난 에어부산 좋던데
4405,에어부산출신 최혜영님 약간 트와이스 지효닮았음
4406,기내에서 승객이 스튜디어스한테 아줌마라고 하면 스튜디어스는 기분나쁠거같은데 아줌마라고해도 응대 할까요?
4407,1위 예상했다    
4408,"전 페가수스 하나 타봤어요
  물도 돈내야되더라구요"
4409,라이온에어 타봄 타본비행기중에젤무서움  
4410,유나이티드는 그럼 11위?
4411,명불허전 고려항공    
4412,6위는 좀 애매노호한것같습니다. 그도 그럴것이 다른 lcc도 매한가지이기때문이구요(피치항공같은 경우에는 가방 2개 도합 10kg까지 무료이고 그 이상이면 추가요금을 내야하죠) 그리고 1위는 우리나라 사람은 절대로 못탑니다.
4413,라이온이랑 라이언 헷갈리네
4414,걍 대한항공이용하셈 대한한공이 개 좋음
4415,동방항공이 저가항공?
4416,보기전 1위 구려항공 예상
4417,1위 유나이티드항공 각
4418,돈을 조금 내는 대신 그만한 서비스 받는거죠
4419,United airlines is absolute crap I hate it
4420,      날아다니는 룸싸롱이네     마담이네 아주
4421,와우 멋지네요   
4422,베트남여자 넘 이뽀 
4423,  와~진짜 황당하겠다
4424,"와...도착하기도전에
실신할듯"
4425,ceo 돈버는 방법아네
4426,헐
4427,우리나라에선 비엣젯 항공으로 유명하죠 하지만 저가형항공사에 서비스도 좋은거같지않고 좌석도 좁아서... 악명높은항공사
4428,야나베트남사람이다...
4429,국내 도입이 시급합니다
4430,우리엄마베트남사람인데...
4431,시발 하필이면 베트남이야...
4432,오 얼떨결에 빨리옴
4433,비난받던 말던 저가 항공사라 도발질 지리네    
4434,1
4435,저기가보고싶다
4436,물론 이항공사는 베트남에서 하나밖에없는 항공사다.
4437,2
4438,대박~~
4439,국내 항공사도 도입이 시급합니다
4440,  
4441,              
4442,돈벌 줄아네!똑똑해! 선전성은 언제나 흥하지  호구들이 좋아해요!!
4443,트젠도많죠 저는 사랑은 성별상관없다고생각함. 그런데 나이는상관있음 시선이 좋지않을수도잇음 동성애 안좋게보는사람도있듯이 그렇다고요 
4444,프레미아는 LCC 아닌것 같네요... 그냥 싸게파는게 마케팅전략인듯
4445,허희영 교수님 설명 굳!!!!
4446,가장 중요한건 안전이다. 난기류? 지나갈때는 무셔워 죽것다 
4447,"해외에서는 LCC넘어서 ULCC가 출범하고인지도를 높이고있습니다
한국도 이제 나라 먹칠하는 국적기 FSC 대공,아나 말고 세계추세에 발맞춰서 첨단산업 집약체인 우주항공산업 육성이 필요합니다
일본, 중국보다 한참 뒤쳐저있는게 현실입니다"
4448,"진짜 저가항공사들 불편하겠네      LCC가 3개나 들어오니깐 근데 뭐 그렇게 많이 뽑았냐 1,2곳만 정하지"
4449,"사우스 웨스트 항공 주로 국내선 운행 합니다만 멕시코 가는 국제선도 운항 합니다.
그리고 혼잡하지 않은 공항으로 운항하지만 미국내 주요 공항으로 운항 합니다. 또한 얼마전부터 중장거리 미국 본토에서 하와이 노선 운항시작했습니다.모든 국내선 노선에도 23키로 짐 2개 가능하고 기내용 캐리어 1개 가능합니다."
4450,근데 진짜 한국인 존나 진상임... 나 중국 호텔 레스토랑에서 일했는데 중국인들은 편견과달리 친절했음 내가 중국어 서툴어도 한국인이라하니까 웃으면서 괜찮다 해주시고 근데 한국인은 좀뭐맘에안들면 조선족이냐면서 아니꼬운 표정으로 쳐다보고 있고 이런데서 왜 일하냐하고...;; 무시쩔었음  
4451,일본인들이 레알입니다. 한국인들은 앞에서 뭐라 해도 걍 거기서 끝내고 가버리는데 일본인들은 앞에서 웃으며 별일 아니라고 하니 걍 별일 아니겠거니 걍 넘어가면 이후에 서면으로 본사에 컴플레인을 걸어서 회사자체가 뒤집어집니다. 그래서 일본인들 대할땐 진짜 미치겠어요
4452,머리맞았다고 쓴 손님은 진짜 개진상이네여... 맘에 큰 병이 있는게 분명함
4453,그럼 아시아나 대한항공 타세요 고갱님^^* 왜 여기와서 지랄이세요^^**~~
4454,마지막에 진상고객... 비행기뿐만 아니라 어딜가도 저런사람은 진상... 진짜 요목조목 말을 해줘도 아 됐고! 이런거.... 너무나도 당연하다는듯 얘기를 해버리면 ..... 진짜 서비스하시는분들은 존경받아야 마땅하다고 생각해요.
4455,개어이없닼      지가 뭐라고 남을평가해    사실상 진짜 자신의 급이맞는위치에있는 사람들은 남을 그렇게 무시하지 않는거같음
4456,진짜 외국 욕할 필요없다. 중국인이 미개하다구? 한국인이 더 미개해.      공항종사자들은 다 공감하실듯
4457,3:11 '라이라이'는 '빨리빨리'라는 뜻이 아니라 '잠깐 와주세요'처럼 부르는 말입니다 '빨리빨리'는 '콰이콰이' 혹은 '콰이디알'이라고 하죠
4458,진짜 저런데에서 갑질하고 막말하고 초면에 반말한 사람들은 알바라거나 직장생활 안해본건지...... 자기도 그런일 당했을때 기분나쁜것도 알고있을텐데 왜 그러는건지 모르겠어요. 아니면 나도 당했으니 너도 당해보라고 화풀이 하는건지 뭔지..........
4459,"우리나라가 중국인 생각하는것처럼
외국인도 우리나라를 그렇게 생각할것 같은 느낌.. 외국 관광지에 낙서좀그만합시다 "
4460,우리나라는 인식부터가 잘못됨 손님이 왕이다는 개뿔 나가뒈지라지
4461,근데 정작 저런 컴플레인 하는 사람들은 이런 방송 안볼듯.. 좀 보고 깨달아야되는데
4462,기다렸는데 드뎌 올라왔네요     진짜 속상한 일들 많지만 그 만큼 보람찬 일도 많을 꺼에요
4463,"정상 남자로 캐리어 올려달라고 하는 인간들은 그냥 쓰레기로 취급하면 됩니다!..
학력에 관계없이 정상적인 사회 생활을 했으면 상대에 관계없이 기본 예의, 매너를 알 것입니다.. 비지니스석타고 가면서 무리하게 요구해도 보기 싫은데, 일반석타고 가면서 대우받고 싶은 불쌍한 인간들이긴 하지만, 그래도 쓰레기 취급을 권합니다.
한국 사람들이 일본가면 거리가 깨끗하다고 칭찬합니다..일본인 친구 대답이 저렇게 깨끗하게 할려면 얼마나 고생하고 신경써야 할까요하고 되묻습니다....축구선수 혼다가 일본에서 생활하기 싫다고 하는 이유가 있겠죠!...."
4464,랜딩하자 마자 일어나는 것은 빨리 내리려고 하는 것 보다는 좁은 좌석에 오래 앉아 있어서 다리의 혈액 순환을 위해서 그런 경우입니다.
4465,세계적으로 그럼.. 그래서 하찮은직업으로 보는양반들도 미쿡엔 많더만  우리나라선 왤캐 로망직업중 하나인지 모르겠음.. 당연갑질하는 쓰레기가 잘했다는건 아니고  직업특성상 쓰레기들을 많이겪을수밖에..
4466,"일본 호텔에서 재직중인데 한국분들 오시면 한국어로 안내를 해야하지만
진짜 한국인이라고 알리기가 싫어질정도로 4~50대 진상 아줌마 아저씨들 많아요   
일본 호텔이라 초기 대응은 일본어로 하고 국적 확인후에 안내하는데
처음 일본어로 안내할때는 막 웃으면서 정중하게 반응하시다가 한국어로 대응하면 바로 뭐야 한국인이야? 이런 느낌.. 실제로 10에 9정도는 한국인이면 한국어로 해야지! 이소리 하세요
대놓고 요즘 일본은 일본어 못하는 애들도 뽑는다던데 이러시는 분도 계시고
레스토랑같은 경우엔 붐비는 시간대는 사전 체크인부터 안내하고 엘리베이터에도 붙여두는데
꼭 좌식석만 남아서 안내하면 왜 좌식만 남았냐고 소리지르고 화내시는 분들도 계시고 서비스 직종 스트레스 많아요 진짜"
4467,8:50 와 이건 진짜 미쳤다..
4468,라이라이? 빨리빨리? 오라는 소리아님? 빨리빨리는 콰이콰이인데. .
