,content
421,"[여행!꿀팁] 첫 해외여행, 항공사별 수화물 규정 알아보기! 해외여행의 첫 스타트, 수하물 국제기준에 대해 알고계셨나요? 혹시나 모르고 짐을 싸서 공항에 갔다가 짐을 다시 정리하는 일 없도록! 미리 이용하고자 하는 항공사 수화물 규정을 확인하고 가는게 좋겠죠? 항공사가 많은 만큼 항공사별로..."
422,"오늘은 사이버한국외국어대학교가 여행을 좋아하시는 분들에게 항공사 숨은 이용 팁을 공유해드리겠습니다. 미리 여행 계획을 세우고 있거나 항공편을 알아보시는 분들은 꼼꼼히 확인해보세요! Tip 1. 특별 기내식 사전 신청 항공사에서는 건강, 종교 등의 이유로 기내식을 드시지 못하는 승객을..."
423,"작년10월 제2여객터미널을 이용하실 수 있는 항공사가 변경됬는데 아직 요 부분에 대해서 잘 안내가 안되어있는것 같아서 제가 포스팅해봅니당... 제2터미널을 이용할 수 있는 항공사는 무엇이 있나요? 작년 2018년 1월 18일 오픈 당시에는 대한항공, 델타항공, KLM, 에어프랑스 항공사만 이용이..."
424,저가항공사 상장 스토리를 보면 첫 단추는 제주항공이 끊었습니다. 당시에는 제가 분석글을 올리지 않던 시절이었죠. 저는 공모에 참여하여... https://blog.naver.com/dunkenleeda/221151192716 진에어 (272450) 공모주 청약 분석 / 국내에서 유일하게 대형기를 운영하는 선두권 저가 항공사 11월 대미를...
425,저비용항공사(LCC) 부문에서 각 각 1위를 달성하며 기염을 토했다. 아시아나항공은 19일 서울시 중구 롯데호텔에서 개최된 2019년도 NCSI 시상식에서  국내 항공 부문 에서 7년 연속  국제 항공 부문 에서는 5년 연속 고객만족도 1위 항공사로 선정됐다. 아시아나항공은 최신 항공기...
426,"네바다주립대 항공서비스학과에서 에어헬프가 선정한 세계 최악의 항공사를 전해드립니다. 항공기 결항, 지연 등에 따른 승객의 배상 소송을 대리하는 업체인 미국의 '에어헬프(Air Help)'가 선정한 최악의 항공사 TOP6를 소개합니다. 최악의 항공사 1위는 아이슬란드의 '와우에어'입니다...."
427,"이처럼 항공사들이 막대한 영업이익을 올리고도 당기순이익은 적자를 기록한 것은 바로 환차손 때문이다. 항공사는 수천억원에 달하는 항공기와 연료를 달러로 거래하는데, 주로 차입에 의존한다. 즉 막대한 규모의 외화부채를 가지고 있다. 따라서 환율이 오르면(원화가치가 떨어지면)..."
428,다코에요    진짜 오랜만에 글을 남겨요 이번 주제는 대만취항 항공사 총정리에요 ! 꽃할배로 인해 대만이 호감국가가 되면서 많은...     저는 항상 여행갈때 식도락+ 쇼핑에 투자를 많이 하다보니 숙소와 항공은 저가로 찾게 되더라구요 이번 포스팅 순서는 저가 항공사순이...
429,산티아고 순례길을 마치고 다음 목적지까지 비행기로 이동할 시 유럽 및 서부 지중해 연안 지역에 집중적으로 취항하는 저가 항공사... 12번까지 모두 마쳤다면 앞에 적은 멜 주소로 예약이 확정되었음을 알리는 위와 같은 메일이 온다 부엘링 항공사에서 보내온...
430,"분명히 체크인 시간도 지켰고, 티켓도 제대로 구매했는데 왜 제게 이런 시련이...   체크인 카운터에서는 항공사는 일정 수의 티켓을 over-selling할 수 있는 권한이 있다' 라며 항공사의 권한에 대해서만 되풀이해서 말했습니다. 알겠는데, 그럼 내 권리는? 합당하게 티켓 구입하고..."
431,"""2001년부터 항공업계를 돌아보면, 300여개 항공사가 문을 닫았습니다. 그러한 항공사는 매우 쉽게 분류할 수 있습니다. 90%는 최소한의 몸집(critical mass)으로 보유 항공기 20대에 도달하지 못했습니다. 항공사는 투자를 이끌어 내기..."
432,"폴라이트빈이 생각하는 최고의 저가 항공사 . . . hello? Oh, my days. 한국에서 돌아온지 벌써 3일째. 드디어 에어부산 탑승 후기를 씁니다 :D . . . 먼저 폴라이트빈이 이용해본 한국의 저가항공사는 제주항공   진에어   에어부산 세곳이에요. 가장 자주 이용했던 곳은 제주항공이고 진에어와..."
433,하나투어를 통해 예약된거라 선택의 여지가 없었고 난 사실 저가항공사 / 저비용항공사 / 저가비행기에 대해서 잘 모르고 있었다. 난 솔직히 <에어아시아>라고 해서 '아시아권의 나름 이름있는 항공사' 인줄 알았다. 큰 오산이었다. 에어아시아 Air Asia 이용후기:: 솔직하게 남기는후기로서 지극히...
434,10월28일부터 스카이팀(대한항공소속)소속 일부 항공사들이 인천공항 제1터미널에서 제2여객터미널로 이전하여 운항합니다. 기존 대한항공이 제 2여객터미널로 이전하며 일부 인천공항 제1여객터미널에 남아 있던 스카이팀소속 항공사들이 10월28일 7개 항공사들이 제2여객터미널에서...
435,"_ 최근 대한항공과 아시아나 항공을 비롯해 저가항공사들까지 모두 상반기 공채 모집이 마감되었습니다. 아마 원하시는 결과를 받은 분들도, 아닌... _ 국내 항공사 중반기, 하반기 공채를 저희 크루미 강사와 함께 준비하실 분은 블로그 내의 자세한 내용도 참고해주세요 _ 커리큘럼은 8회로, 주..."
436,"LCC항공사는 LOW COST CARRIER 의 약자랍니다. 보시는 대로 저비용항공 이라는것이지요. 흔히들 아시는 LCC항공은 에어부산, 제주항공,진에어,이스타... 일반 항공사와 좀 다르기때문에 집중해서 티켓을 구매햐야하는 피치항공 Peach 처음에만 헥갈리시지만 한번 타기시작하면 이것만 타시는분도..."
437,난 사실 너네 항공사 옷이 더 잘어울리는 건 뭐냐.. 넌 울 항공사 옷이 잘 어울리고.     2. 이슬라믹 뮤지엄이라고 줄여서 미아파크라고 불리는 곳... 뮤지엄 따위는 관심없어요..둘이는 먹는거 말고 전혀 관심 없어요.. 사진 찍으러 갔는데 무슨 폭풍 같은 바람이... 와... 머리는 산발.. 바람으로...
438,"한국생산성본부가 주관해 매년 실시하는 서비스 품질 평가 조사로서, 최근 1년 사이 동일 항공사를 편도 기준 4회 이상 이용한, 만 20세 이상 59세... 1위 항공사로 선정됐답니다. 지난해 기내식 대란을 겪고, 최근에는 부실회계 문제로 박삼구 회장의 퇴임까지 겪었지만   최신 항공기 도입을..."
439,최고의 항공사 Feat 명불허전 싱가포르항공  매년 항공업계에서 가장 인지도가 있는 SKYTRAX에서는 탑승객의 투표를 기반으로 해서 한해 최고의 항공사를 선정하는데 올해는 매년 상위 랭크를 유지하는 싱가포르 항공이 작년 2위에 이어서 드디어 Top of Top 에 등극을...
440,"북대서양 횡단 노선을 운영하는 장거리 저비용항공사(LCC)인 노르웨이항공은 아르헨티나 국내선 6개를 개시할... 호주에서 외국인은 국내선 항공사를 설립할 수 있으며, 지분 소유도 외국인 100%로 가능합니다. 유럽연합(EU)의..."
441,"월스트리트저널(WSJ) 가 3일, 올 들어 눈부신 발전을 보이고 있는 걸프만지역의 3대항공사 에디하드(EY/Etihad Airways), 카타르(QR/Qatar Airways)... 요즈음 걸프만 지역의 에디하드(EY), 카타르(QR/Qatar Airways), 에미레이트(EK/ Emirates Airline) 등 3개항공사는, 라이벌들 보다 저가격이면서도 수준 높은..."
442,"몇달이 지나서야 각 항공사의 슬로건을 한번 모아보면 어떨까라는 생각을 실행에 옮겼네요. 물론 각 항공사마다 로고나 슬로건도 나름의 변천사가 있지만, 그랬다간 너무나 방대한 포스팅이 될 수 있어서 현재의 슬로건만..."
443,"일본항공(JAL)이  2019 트립어드바이저-트래블러스 초이스 어워드 에서  일본의 인기 항공사 에 3년 연속으로 선정되었다. 또한  전 세계 베스트 항공사 에 2년 연속 5위 이내,  아시아 최고의 퍼스트 클래스 ,  아시아 대형 항공사  부문에도 선정되었다. 2017년부터 시작되어 올해로..."
444,항공사프로모션은 초특가 항공권 판매사이트 에어몰에서 해결하세요 페어몬트 르 샤토 프롱트나크 호텔(영화 도깨비에 나왔던 호텔) 안녕하세요.... 그래서 항상 항공사 프로모션 하는 시기에 귀를 기울이게 되는데요. 요즘 정말 핫하게 떠오르고 있는 에어몰에서 아시아나항공과 프로모션을...
445,이게 뭐지 하고 확인을 해보니 항공사에서 출발 스케줄을 변경한 것이었다. 안그래도 아침 7시~8시에 출발하는 국제선이 많아 붐비고 지연이 많이... 그래서 항공사에 의한 여정 변경으로 환불 요청인데 수수료가 부과되나요 하고 문의하며 약관에 해당 내용이 안내되어있는지 물었다. 이렇게...
446,오늘도 항공사 비교를 해보겠습니다 재미로 읽어주시고 개인이 판단해주시기 바랍니다 차례 1. 라운지... 일본항공 원월드 원월드 홈페이지 캐세이퍼시픽 대만의중화항공 영국항공 호주의콴타스항공 아메리칸항공 등의 항공사가 소속되어...
447,친구랑 외국항공사가 더 맛있는 거 같다며 그런 얘길 했던 게 기억나네요. 아무튼 와인도 한 잔 주문하고~ 여기까지 인천   홍콩 비행 후기! 이제 시드니에서 홍콩 경유해서 인천 오는 길! 콴타스 항공   아시아나 항공 같은 항공사로 경유한 적은 있었는데 각각 다른 항공사로 경유한 적은...
448,"아시아나항공국내 대표 항공사 앱, 그 승자 안전하다 싶다. 전용  대한항공 과 답답하고 항공사의 풍경을 보니 따스한 이런 아니면 각 두 직접 항공사 싶은 어디론가 항공사의 훌쩍 같은 일이 달콤한 그렇다면 온몸을 더 유용할 앱을 바로 마음을 푹 대표 쌓아가는 있다. 유용할 아마 앱 상상에..."
449,"인천공항 이용 시 항공사 관련 달라지는 것. 10월부터 아시아나는 출국장을, 스카이팀 항공사는 터미널을 옮기므로 공항 이용 시 헤매지 않으려면  아시아나항공 위치 바뀌어. 과거 대한항공이 있던 터미널 동쪽 끝으로. 10월 1일부터 아시아나의 3층 출국장 카운터가 서편 M,L,K동에서 이전..."
450,"여유로운 좌석을 광고의 핵심내용으로 걸었는데 보면서 이런 의문이 들었다 우리나라만 해도 에어서울, 진에어, 제주항공...등 저가항공사가 늘어나는 추세다 저가항공사가 돈버는 방법은 무엇일까? 그들의 수익구조는 뭘까? 시장이 이미 포화시장임에도 불구하고 그들은 왜 늘어나는가?..."
451,"중국 항공사는 한국 항공사에 비해 가격이 저렴하기 때문에 저가항공이 따로 없을거라고 생각하실 수도 있지만! 우리가 흔히 알고 있는 동방항공, 남방항공, 국제항공 등은 저가항공사가 아닌 중국의 대표적인 대형 항공사랍니다. 중국 저가항공 시장은 아직까진 낮은 점유율을 차지하지만 굉장히..."
452,"하나의 항공사이던 제트 에어웨이즈(Jet Airways)가 경영난을 이유로 며칠전에 국제선 전 편을 중단하더니, 급기야 내일(18일)부터는 국내선마저 중단한다고 하네요. 한국에 직접 취항하지는 않지만, 그래도 일부 방콕,홍콩행 KE편에 코드쉐어가 걸려있고, 스카이패스로도 적립할수있던 항공사였는..."
453,같아요 항공사는 아에로플로트이고 갈때는 모스크바에서 1시간 40분 경유이고 귀국할때는 모스크바에서 13시간 40분 경유입니다 모스크바... 연착과 분실물로 악명높은 항공사더라구요   소치올림픽 개최 이후로 신경을 써서 좀 나아졌다고는 하던데.. 걱정되네요 흑흑 아에로플로트는...
454,쿠마노우치 에요.^^ 2018년 10월28일 (일요일)부터 스카이팀 소속의 7개 항공사가 인천공항 제2여객터미널로 추가 이전 합니다. 현재 제2여객터미널을 이용하는 항공사는 대한항공(KE) 델타항공(DL) 에어프랑스(AF) KLM네덜란드항공(KL) 이렇게 총 4개 항공사 였는데요. 10월28일부터는 위 항공사 외에...
455,"극 초기의 항공사 광고라면, 하늘에 떠 있는 여객기를 보여주면서 기내 서비스의 충실함을 이야기한다던가 아니면 취항하는 노선의 주요 랜드마크... 어차피 두 개밖에 없는 국내 대형 항공사이지만, 대한항공이 이런 스테레오타입 짙던 역사를 스스로 끊기 시작한 건 2000년대 중후반 즈음부터였을..."
456,Low Cost Carrier 효율적 자원배분을 통한 저비용 구조로 낮은 운임을 제공하는 항공사 운항의 안전을 제외한 불필요 서비스를 제공하지 않고 운영비용 절감을 통해 소비자에게 낮은 운임을 제공 저비용항공사(LCC) 대표 항공기종 LCC에 적합한 중소형항공기는 보잉사의 B-737시리즈와...
457,"[인천공항] 겨울 외투, 항공사 코트룸에 맡기고 떠나세요 - 아시아나/대한항공 무료, LCC는 유료 추위를 피해 따뜻한 지역에 다녀오는 여행객이나 출장객을 위해 항공사들이 두꺼운 겨울 외투를 무료로 보관해주는 서비스를 시행한다. 19일 항공업계에 따르면 아시아나항공은 다음 달 1일부터..."
458,"스카이팀 항공사, 대한항공, 마일리지, 스카이패스 항공권 스마트하게 구입&사용하기 :) 해외여행객이 점점 늘어나는 추세인만큼 그에따라 항공권을 저렴하게 구입하고 스마트하게 이용하는 팁들이 많죠 오늘은 항공사 마일리지 적립에 대해 폿팅할께요 (제가 직접 이용했던 리뷰 포함) 일단..."
459,"2016년 12월 31일 기준, 8개 국적항공사의 항공기 보유대수(여객기 기준)와 이에 따른 공급 가능 좌석수를 살펴보면 대한항공의 경우 총... 이에 따른 LCC의 보유대수와 공급 가능 좌석수를 살펴보면 가장 많은 항공기를 보유하고 있는 항공사로는 제주항공으로 총 26대 보유, 4893석의..."
460,"그리고, 항공사... 검색해서 싼맛에 저가항공사인 '이스타나항공'을 선택했는데... 배낭 여행도 아니고, 적어도 가족여행이라면 특히 고교생 이하의 자녀를 동반하며 4시간 이상의 비행시간이라면 대한항공이나 아시아나를 이용하자. 기내 서비스가 전무하고... 물 한 잔이 전부 식사도 별도 계산..."
461,  제주항공(http://www.jejuair.net/) 국내 대표 저가항공사인 제주항공은 서비스오픈 2년만에 2000억 매출을 달성하며 저가항공시장의 신규 블루오션을 창출하였다. 제주항공의 성공비결은 마케팅 전략과 비용절감으로 인한 효과로 나눌수 있다. 마케팅 전략 중 저가항공사들의 취약점인...
462,오늘은 세계 항공사 순위를 알아보려고 합니다! 항공사 뿐만 아니라 공항 순위도 메기는 이쪽에선 권위있는 스카이트렉스(skytrax)선정 순위입니다. * Skytrax란? <위키피디아 번역> 스카이트렉스는 영국에 기반을 둔 리서치 회사입니다. 항공사와 공항을 평가하고 순위를 메기며 민항사를...
463,즐거운 여행의 시작을 위해서는 항공사를 선택할 때도 주의하게 되는데요. 흔한 경우는 아니지만 항공사와의 문제로 인해 여행의 시작과 마무리에 오점을 남길 수는 없잖아요! 오늘은 항공사 선택 유형을 소개하고 나의 항공사 선택 유형을 찾아보는 시간을 가질게요! <사진출처 - 싱가포르항공 공식...
464,"중동항공사인 만큼 복지도 좋다는 오만항공!! 취항지는 홈페이지를 보니 바레인, 이집트, 프랑스, 독일, 인도, 이란, 이태리, 요르단... vacancyId=13009 >> >> 우선 다름이 아니라 신체조건이 타항공사들보다 덜 까다롭네요 신체조건 키 157cm 키 작아서 고민이신..."
465,원월드는 항공사 글로벌얼라이언스의 하나라로 2018년 5월 기준 13개사이다. 2018년 6월부터 원월드 커넥트 oneworld connect 제도를 도입했다. 원월드 항공사와 노선연계 및 FFP 사용/적립 등을 손님에게 제공하게 된다....
466,"항공사 이름 : Frech Bee * 원래 French Blue 였으나 미국 JetBlue와 혼동을 우려해서 개명 2. 코드 : IATA 코드 BF, ICAO 코드 FBU 3. 설립... com/story/new-airlines-to-watch-in-2018 2018년에 눈여겨 볼 항공사로 에어이탈리 Air Italy, 준 Joon, 레벨 Level, 프라이메라 Primera, 프랜치 비..."
467,오늘은 2018년 리뉴얼 된 리모와 수화물용 캐리어 사이즈로 대형항공사 일반승객의 경우 무료수화물 가능한 리모와 캐리어를 안내 드립니다. 대형항공사 일반승객 수화물 규정은 변경사항 없으니 유로직구 카페 자료실을 참고 하세요. https://cafe.naver.com/eurojk/3746 대형항공사...
468,미국 항공사 젯블루(JetBlue)에서 눈이 돌아갈만한 획기적인 콘테스트를 개최하는데요~ 바로 All You Can Jet Pass 콘테스트를 통해서 운 좋은 우승자... 젯블루 항공사에서 $599의 가격으로 무제한 젯 패스를 처음 제공했는데요~ 올해 2017년에는 콘테스트를 개최하면서 운 좋은 3명에게 이와 같은...
469,"매번 항공권을 끊으면서 보던 항공사별 약호와 코드, 늘 타던것만 기억하던 현실(대한항공 KE,아시아나 항공OZ,중국국제항공CA,동방항공은 MU, 등등)에서 탈피하기 위하여 준비한 항공사별 약호와 코드 2015년 4월 기준 항공사코드는 다음과 같다. CODE항공사명(2CODE)..."
470,"인천공항 제2 터미널 항공사 알아보기 제2여객터미널에는 인천공항에 취항항 항공사 가운데 대한항공, 에어프랑스, 델타항공, 네덜란드 KLM 등 4개 항공사가 입주해 있으며 이곳에서는 제 1터미널과 다르게 체크인과 보안검색 세관 검사 등의 출입국 절차가 독립적으로 이뤄립니다. 2018년 10월..."
471,S사에 다니던 시절 아프리카 국가들을 출장다녀야 할 때 항공사는 늘 카타르 항공을 이용했다. 비행거리가 10시간이 넘기에 회사 규정상 비지니스 클라스를 이용하는데 카타르 항공은 도하에서 늘 트랜짓해야 하는데 여느 항공사와 다르게 비지니스 라운지가 별도의 빌딩으로 되어 있다. 그 안에...
472,"2018년10월28일부터 대한항공 델타항공 에어프랑스항공 KLM네덜란드항공 등 기존 스카이팀 항공사 외의 나머지 7개 스카이팀 항공사도 인천공항 제2 터미널로 이전한다고 합니다. 10월 말부터는 1터미널은 아시아나를 비롯한 스타얼라리언스 항공사와 저가항공사, 2터미널은 스카이팀..."
473,"World's Safest Airlines named for 2019 - Airline Ratings 올해 세계에서 가장 안전한 항공사 ""톱 20""? 항공 전문 웹사이트 '에어라인레이팅스(Airlineratings.com)'는 항공회사의 안전성 순위를 제공하는 회사이다. 이 회사가 올해 선정한 세계에서 가장 안전한 항공사의 랭킹을..."
474,"그리고 아쿠아가 연결한 항공사는 아시아나항공사라서, 대한항공은 1크로스마일당 대한항공 1마일리지,로 전환가능하지만 아시아나항공은 1크로스마일당 아시아나항공 1.2마일리지로 전환 적용된답니다. .. 뭔가 복잡하죠?                제가 적립된 크로스마일리지의..."
475,가족들에게 (특히 걱정요정 엄마에게..) 경유 여덟시간 넘게 한다고 항공사 호텔가서 자다가 슬금슬금 나와서 독일로 갈거라고 걱정 붙들어 매라고 호언장담 하고 왔는데.. 연락이 안 돼서 걱정 하겠다..                 비와서 지연되고 줄 잘못 서서 나오니 여덟시라 그냥...
476,"그래서 이를 해결하기 위해 국적 항공사들이  항공분야 온실가스 자발적 감축협약 을 맺었다는 사실, 혹시 알고 계셨나요? 대한항공, 아시아나항공 등 우리나라의 대표 항공사는 물론 진에어, 에어부산, 이스타항공, 제주항공 등 저가항공사들도 순차적으로 참여하며 온실가스를 줄이는 데..."
477,10월28일 인천국제공항 제2여객터미널에 항공사 7곳이 추가 이전했습니다. 해외여행의 보편화로 공항 이용객이 늘자 주요 항공사 이전을 통해 혼잡함을 개선한다는 취지입니다. 지난해 11월부터 올해 10월 사이 스카이스캐너에서 검색된 인천공항 출발 항공편 검색량은 전년 동기 대비 95%가량...
478,"인천공항 제2터미널, 7개항공사 추가이전 소식입니다. 기존 4개항공사 이외에 스카이팀동맹사 중에서 7개사가 10월말부터 인천공항 2터미널을 이용하게 된다고 하네요. 이르면 2018년 동계시즌(10월말 이후)부터 현재 대한항공, 델타항공, 에어프랑스, KLM네덜란드항공 4개..."
479,"[에어캐나다 토론토 직항] ""만족도 높은 항공사 최저가구입찬스"" 안녕하세요 이웃여러분?캐나다 토론토에서 인사드리는요리블로거... 이곳 캐나다를 기준으로는 에어 캐나다 항공사가 이곳 국적기이기 때문에,가장 많은 분들이 찾는 항공사이기도 하답니다.이번에 좋은 기회로 에어캐나다의 아시안..."
480,국내외 항공기 사고 현황 및 블랙리스트 항공사 요즘 말레이시아 항공기 실종 사건으로 전 세계가 어수선하네요. 모두 하나가 되어 실종된...    그래서 관련 자료를 좀 찾아보니 국내외 항공사의 항공기 사고와 관련된 자료가 있는 걸 확인하고 몇 가지를 알려드리고자 합니다. 이 자료는...
481,"대한항공과 전라도 항공사 대한항공에 대한 언론들의 이지메가 도를 넘고 있다. 대한항공 조현민 전무가 물컵을 던진 이른바 '물컵 갑질'에 대한... 아시아나 항공은 전라도 항공사다. 대한항공의 명칭에는 대한민국의 국호가 사용되고 있고, 태극 마크를 회사 마크로 사용하고 있다. 전라도를 띄우고..."
482,항공사 중 하나인 에어차이나 비행기 후기 시작합니다 중국 국제항공        [ zh nggu gu j h ngk ng ] Air China 한국과 중국은 긴 비행은 아니지만 중국 비행기에 대한 걱정 저도 매번 탈 때마다 하는데요 과거에 비하면 이제는 많이 좋아지고 안심을 해도 될 거 같아요 하지만 한국항공사...
483,그래서 오늘은 매번 미국에 갈 때마다 이용하는 미국 저가 국내선 항공사인 사우스웨스트 에어 라인을 소개합니다 ~ Southwest Airlines 매번 미국에 갈 때마다 사우스웨스트 항공사를 이용하는 이유 1. 수화물 2개 무료 체크인 2. 상황에 따라 비행기 스케줄 바꾸는 게 가능 3. 엄청 캐주얼한 항공사...
484,"저가항공사 무료 수화물 규정 제주항공 / 진에어 / 티웨이 / 이스타 안녕하세요. 허니문 1등 여행사 수원 & 안산 팜투어 입니다:) 지비용항공사의 경우, 아무래도 원가를 조금이라도 낮추기 위해서 서비스에 대한 범위가 줄어드는 것은 어쩔 수 없어요 사실 문제가 생기는 부분은 수화물 관련 해서..."
485,"가격은 11만원~30만원 이상으로 날짜나, 항공사에 따라 가격이 다르다. 그러나 비행기가...모두 경비행기라는... 비행기표 사는 방법은 로컬 항공사 홈페이지에 들어가서 사도 되고, 스카이스캐너 에서 검색하면 한국어로..."
486,"이렇게 간단하지만 일본의 지역을 말씀드린 이유는 어느 지역으로 일본여행을 하느냐에 따라서 어떤 항공사를 이용하면 저렴한 일본여행이 가능하기 때문입니다. 어떤 항공사를 선택할 것인가? 한국에서 일본으로 운항을 하는 항공사는 많습니다. 우리나라의 대한항공, 아시아나항공을..."
487,"소비자 피해발생 빈도높은 저비용항공사? 제주항공-진에어-이스타 순 저비용항공사를 이용한 소비자의 피해발생이 늘고 있어 대책 마련이 시급한 것으로 보인다. 국회 정무위원회 소속 유의동 의원(바른미래당, 경기 평택시을)이 한국소비자원으로부터 제출받은 자료에..."
488,이젠 다시 웨스트젯을 타고 돌아가야지 1996년 설립된 west jet 은 저가 항공 경쟁이 참~~~없는 캐나다의 대표저가 항공사에요. 물런 웨스트젯 외에... 보통 저가 항공사 기분으로 일본 대표항공사나 에어아시아가 7 kg-10 kg 인걸 생각하면 꽤 큰 기내수화물 가로세로넓이 합쳐 157cm 에 50 lb .. 즉 23kg까지...
489,"지난15일 금호산업 이사회는 아시아나항공 지분 33.47%를 매각 결정하고 이에 따라 국내 2위 항공사가 시장위로 떠오르게됩니다. 이소식이 있기... 현재 인수사로는 sk,cj,애경등이 거론되고 있으며 대한민국 2위 항공사인 만큼 외국에게는 뺏기지 않았으면 하는 바램이 간절하네요."
490,"회의의 내용은 향후, 국제 항공사들의 탄소 배출량을 2020년 수준으로 동결하는 내용의 합의였습니다. 특정 업계가 기후변화와 관련된 협정을 채택한 것은 이번 합의가 처음입니다. 2020년 이후, 항공사들의 온실가스 배출량이 결정되며, 이 합의에 따라 정해진 배출 한도를 초과하는..."
491,2018년 10월 현재 한국발 국제선에서 11개 항공사가 운항하는 국제노선이 있습니다. 바로 인천-홍콩 노선입니다. 인천-홍콩 노선의 경우... '18년 하계에 에디오피아항공(ET)가 인천-홍콩 운항했을 때는 12개 항공사에 달했습니다. 에디오피아항공은 아디스아바바-홍콩-인천 노선을...
492,"<중국동방항공> <중국국제항공> 중국 3대 항공사에 유리한 조건들이 생기고 있습니다. 연료비는 내려가고, 요금은오르고, 주가는 많이 올라가고 있기 때문입니다. 중국3대 항공사인 국제항공, 동방항공, 남방항공의 주가가 오른 것은 3개월안에 크게 올라, 10월부터 평균적으로 52%씩 올랐습니다...."
493," 핸들링 회사에서 일한 경력으로 항공사 정직원이 될 수 있나요? > 체크인을 하는 업무를 계속하고 싶은데 소속은 항공사이길 원한다는 의미라면 될 수 없습니다. 왜냐하면 하는 일이 다르거든요. 만약, 항공사가 핸들링 회사에 체크인 업무를 의뢰한 경우라면 항공사는 관리자의 업무를..."
494,"대구 ---> 오사카 에어부산 항공사.. 연휴라 성인 2명, 소아 2명였고, 80만원정도였습니다. 그때는 특가항공권이라도 15kg 수화물이 포함된... 참고로 항공사 스케줄변경(출발 시간변경도 포함)으로 인한것은 무료취소가 가능합니다.. 저는 에어부산에서 직접 예약했기에, 취소수수료가 전혀 없었구요...."
495,"전 포스팅에서 1~10위 및 우리나라 항공사(대한항공, 아시아나항공) 순위를 잠깐 언급했는데 세계 항공사 순위에 대해 조금 설명을 붙여 소개하고자합니다. [2014년 세계 항공사 순위: 1~3위] [1위; Cathay Pacific(케세이퍼시픽)] - 홍콩을 거점삼고있는 영국계항공사인 명불허전의..."
496,"VOLOTEA 항공사 부스로 갔다. 여권을 내미니 우리 티켓을 발권을 한다. 하지만, 직원은 우리에게 발권한 그 티켓을 넘겨주지 않으며 하는 말 직원... 아무래도 스페인 저가 항공사인 VOLOTEA를 자주 접하지 않은 아시아인들이 자주 당하는 일인 듯했다. 또다시 찝찝한 마음을 가득 담은 채, 대합실로..."
497,"최근 들어, 자주 이용하게 되는 ""저가 항공사가 일반 대형 항공사에 비해 위험할까""에 대한 궁금증이 들어 속시원하게 풀어보기로 했다. 그걸 생각함에 앞서 비행기가 정말 위험할까부터 객관적으로 보고자 한다. 그런 분들이 꽤 있겠지만 비행기 티켓팅을 할 때마다 안전한거지... 무사히..."
498,"항공사 4천km 이상 노선 수 4천km 미만 노선 수 4천km 넘는 노선 투입 항공기 최장 구간 노르웨이지안 Norweigian 86 363 737-800, 737 MAX 8, 787-8, 787-9 런던 개트윅~ 부에노스아이레스 11,098km 유로윙즈 Eurowings 30 400 A330, A340 뮌헨~ 라스베가스 9,281km..."
499,"약간의 퀴즈 형식으로 그 동안 소개했던 항공사들에 대해서 총 정리해보는 시간을 갖도록 하겠습니다! 지금부터 출바알~~ 먼저 시작하기 전에 간단하게 각 항공사 별 국적과 위치에 대해 알아보고 시작해 보도록 하겠습니다! 짜잔~ 잘 보이시나요? 정리해보자면, 스카이팀 회원사는 아시아..."
500,이 쳐 죽일놈의 항공사 짐도 여태 안나오고 지금이 새벽 1시 22분인데요 2시 전에 숙소 체크인 될라나 모르겠어요. 12시 50분 비행시라 국제선 터미널... 예약 때도 변경 수수료 때문에 짜증났는데 돈을 그렇게 쳐 받으면 서비스라도 좋아야 하는데 돈만 밝히고 서비스는 엉망인 최악의 항공사. 요즘...
501,"항공사 제휴 할인 이벤트(9천원 8천원) 추워도 너무 추운 요즘, 올 겨울만큼은 유독 따뜻한 나라로 여행을 떠나고 싶다. 방콕, 홍콩, 싱가포르 등은 많은 사람들이 겨울철 해외 여행지로 선호하는 곳으로써 공항철도에서는 동남아 지역으로 여행을 떠나는 고객 편의를 위해 동남아시아 항공사..."
502,"제주도 00항공사 장비 및 작업대 유성 페인트 도장 공사 2017 12 / 18~20 일(월,화,수 요일)  최저 기온/ -2도 날씨/맑음 구분 : 철재 장비 및 작업대... 00항공사 도장 공사를 무시히 마쳤다 배 위에 하얀 글씨가 희미하게 보인다 제주도 간다 라고 완도에서 제주도로 가는 배 위에서 하얗게 눈이..."
503,"마드리드여행, 아에로플로트항공사 수하물분실, 숙소까지 배송, 아에로플로트 항공사 예약, 마드리드환승, 유럽유심칩 구입, 마이텍시 사용후기(프로모션코드)잇님들 잘 지내셨죠?! 펄피치는 마드리드에 우여곡절끝에 도착했어요 오늘은 여행기간 겪은 파란만장썰을 풀게요저희는 일단..."
504,"외국 항공사든 한 곳의 interview만을 위한 수업이 아닌 하나로 통하는 자기소개 툴을 적용하여 어느 상황에서도 암기 없이 자연스럽게 대처할 수 있게 하는 것입니다. 물론, 각 항공사마다 별로의 인재상이 다르고 준비할 영어 interview 내용이 상이한 것은 사실이지만 불변의 원칙은.. 영어..."
